step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,location,transaction_success,balance_change_pct_orig,balance_change_pct_dest,net_balance_change_orig,net_balance_change_dest,is_large_transaction,transaction_type_numeric,is_balance_zero_after,fraud_risk_score
1,CASH_IN,206097.65,C2031377754,7320347.28,7526444.93,C564160838,1239101.5,1254956.07,0.0,0.0,"New York, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,22384.21,C523211332,7526444.93,7548829.13,C459857341,42211.0,387263.02,0.0,0.0,"California, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,73210.99,C1280124872,7548829.13,7622040.12,C1435804085,79582.64,96.88,0.0,0.0,"Wales, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,236747.6,C1747053097,7622040.12,7858787.73,C757108857,390963.21,0.0,0.0,0.0,"Wales, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,6284.18,C864326906,7858787.73,7865071.9,C1749186397,328727.16,277515.05,0.0,0.0,"Texas, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,100198.77,C1348115836,7865071.9,7965270.68,C1750905143,336837.78,424250.45,0.0,0.0,"England, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,160347.32,C1972143064,7965270.68,8125617.99,C33524623,724867.22,1517262.16,0.0,0.0,"Quebec, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,289272.75,C312168418,8125617.99,8414890.75,C75457651,413976.6,31469.78,0.0,0.0,"California, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,63189.26,C95369743,8414890.75,8478080.0,C1860513229,101925.0,0.0,0.0,0.0,"Victoria, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,196725.32,C26928827,8478080.0,8674805.32,C451111351,2248012.9,3940085.21,0.0,0.0,"England, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,65413.89,C2052223881,131622.46,197036.35,C614685048,144605.0,0.0,0.0,0.0,"Wales, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,98560.08,C1213871206,197036.35,295596.43,C434091818,167719.89,63112.23,0.0,0.0,"Victoria, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,15054.61,C628392976,295596.43,310651.04,C832279283,33340.0,185389.8,0.0,0.0,"Texas, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,161632.16,C725832346,310651.04,472283.2,C985934102,1044238.89,971418.91,0.0,0.0,"British Columbia, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,47529.19,C1113895488,472283.2,519812.39,C1359044626,856049.65,16518.36,0.0,0.0,"Victoria, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,9577.45,C1527007086,519812.39,529389.85,C838411509,32204.0,22774.25,0.0,0.0,"Scotland, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,414238.59,C1523649562,529389.85,943628.44,C1359044626,808520.46,16518.36,0.0,0.0,"New South Wales, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,89327.65,C1807176280,943628.44,1032956.09,C451111351,2063442.28,3940085.21,0.0,0.0,"Victoria, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,194900.16,C203819996,1032956.09,1227856.25,C1262822392,8633995.76,12494367.15,0.0,0.0,"Texas, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,24470.43,C1977618945,1227856.25,1252326.68,C1360767589,1381702.9,2107965.39,0.0,0.0,"Scotland, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,217668.38,C662925691,1252326.68,1469995.06,C476800120,347373.26,49864.36,0.0,0.0,"Queensland, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,9067.51,C1995952705,1469995.06,1479062.57,C1182461167,306723.02,23508.22,0.0,0.0,"New South Wales, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,336827.91,C1244880808,1479062.57,1815890.48,C476402209,401493.73,51513.44,0.0,0.0,"Scotland, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,45317.95,C1060519157,1815890.48,1861208.43,C2096057945,99578.86,0.0,0.0,0.0,"California, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,230021.01,C58890945,1861208.43,2091229.45,C1170794006,4777230.82,22190.99,0.0,0.0,"Scotland, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,154578.28,C1269773610,2091229.45,2245807.73,C564160838,1033003.86,1254956.07,0.0,0.0,"Queensland, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,314134.01,C464649704,2245807.73,2559941.74,C1509514333,570802.41,2415.16,0.0,0.0,"Quebec, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,206405.92,C367967231,2559941.74,2766347.65,C453211571,1221423.7,3461666.05,0.0,0.0,"Queensland, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,158995.29,C36531985,2766347.65,2925342.94,C1816757085,8674805.32,10681238.79,0.0,0.0,"New York, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,188238.54,C815336475,2925342.94,3113581.47,C766572210,702449.21,0.0,0.0,0.0,"Ontario, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,21255.8,C609483101,3113581.47,3134837.27,C1381128261,52109.0,0.0,0.0,0.0,"Victoria, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,205955.77,C1149407083,3134837.27,3340793.04,C1688019098,465695.91,97263.78,0.0,0.0,"Queensland, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,178370.36,C767436045,3340793.04,3519163.4,C1590550415,16656258.88,19169204.93,0.0,0.0,"Quebec, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,42547.96,C1430199669,3519163.4,3561711.36,C673068808,59693.0,9672.67,0.0,0.0,"Victoria, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,15152.15,C1847431070,3561711.36,3576863.51,C1262822392,8439095.6,12494367.15,0.0,0.0,"Texas, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,39249.67,C1043639521,3576863.51,3616113.18,C1225616405,64966.23,0.0,0.0,0.0,"Victoria, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,101669.17,C1660837991,3616113.18,3717782.35,C1234776885,533625.81,2025098.66,0.0,0.0,"California, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,81694.11,C1325866488,3717782.35,3799476.47,C2083562754,686540.82,1186556.81,0.0,0.0,"Victoria, Australia",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,10266.7,C1306794745,3799476.47,3809743.17,C1256728724,104323.0,69756.86,0.0,0.0,"England, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,35502.25,C1454171136,3809743.17,3845245.42,C1832580921,41159.0,0.0,0.0,0.0,"Wales, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,183250.0,C1195396074,3845245.42,4028495.42,C736709391,231999.55,46820.71,0.0,0.0,"British Columbia, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,219220.21,C811562535,4028495.42,4247715.63,C451111351,1974114.63,3940085.21,0.0,0.0,"Quebec, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,254895.5,C1560379655,4247715.63,4502611.13,C1509514333,256668.41,2415.16,0.0,0.0,"California, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,143148.97,C1824322115,4502611.13,4645760.1,C1170794006,4547209.8,22190.99,0.0,0.0,"Quebec, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,132457.52,C702999333,4645760.1,4778217.62,C1262822392,8423943.45,12494367.15,0.0,0.0,"Wales, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,148834.28,C1648582256,4778217.62,4927051.9,C766572210,514210.68,0.0,0.0,0.0,"Ontario, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,106727.81,C865858182,4927051.9,5033779.71,C665576141,2730834.27,5515763.34,0.0,0.0,"Wales, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,223123.71,C951988316,5033779.71,5256903.42,C1359044626,394281.87,16518.36,0.0,0.0,"British Columbia, Canada",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,194311.34,C647973805,5256903.42,5451214.77,C33524623,1127423.71,1517262.16,0.0,0.0,"California, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,338964.91,C1591161296,5451214.77,5790179.68,C766572210,365376.39,0.0,0.0,0.0,"Texas, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,247575.4,C842331982,5790179.68,6037755.07,C1262822392,8291485.93,12494367.15,0.0,0.0,"Wales, UK",1,0.0,0.0,0.0,0.0,0,1,0,0.0
1,CASH_IN,29467.02,C2076249476,6037755.07,6067222.09,C1749186397,322442.98,277515.05,0.0,0.0,"California, USA",1,0.0,0.0,0.0,0.0,0,1,0,0.0
