step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,location,fraud_risk_score,net_balance_change_dest,balance_change_pct_orig,is_balance_zero_after,transaction_type_numeric,net_balance_change_orig,is_large_transaction,transaction_success,balance_change_pct_dest
1,DEBIT,2676.97,C936906727,94551.0,91874.03,C824208363,54856.21,0.0,0.0,0.0,"Scotland, UK",61,335.609366452813,18.656702405130577,True,1,-142.59595802713272,False,True,70.68573438476172
1,DEBIT,2261.24,C843959601,3183.0,921.76,C1750905143,840220.91,424250.45,0.0,0.0,"Scotland, UK",35,186.44314021476862,28.50951686938471,True,1,-941.660472709471,False,False,72.90071680409874
1,DEBIT,2807.73,C1346197173,1704.0,0.0,C1973538135,15655.05,16896.7,0.0,0.0,"British Columbia, Canada",64,784.6049962793045,17.33735952947548,False,4,-38.21970679398203,False,True,77.12703466859458
1,DEBIT,194.4,C1167327028,30364.0,30169.6,C75457651,29741.84,31469.78,0.0,0.0,"New South Wales, Australia",25,-629.3396409425711,89.67654246264252,True,2,324.86802340213626,False,True,7.4044651734090365
1,DEBIT,1672.55,C764358458,50419.0,48746.45,C885951223,381890.69,215851.28,0.0,0.0,"Texas, USA",24,-842.0616756183427,8.023374566164222,True,1,-762.9947528036969,False,True,35.84657285442726
1,DEBIT,4993.81,C1088744071,20801.0,15807.19,C488044861,120766.35,5203.54,0.0,0.0,"Quebec, Canada",12,-520.9796601809238,52.451138957025464,False,1,-422.23012218166866,False,False,11.586905952512971
1,DEBIT,8531.44,C1484275564,2080.0,0.0,C195600860,31817.35,40348.79,0.0,0.0,"New South Wales, Australia",18,589.1565574003805,41.03968269896615,False,1,-204.3267489956861,False,False,86.31034258755935
1,DEBIT,2801.1,C245530164,661.0,0.0,C63387985,10505.0,3883.96,0.0,0.0,"Ontario, Canada",15,-930.6594665470334,98.23786169086064,False,4,839.0620493120996,False,False,62.329812682755794
1,DEBIT,2633.08,C1290614253,124905.0,122271.92,C1992550266,17146.0,0.0,0.0,0.0,"Wales, UK",80,165.61367016697932,11.203890216805235,True,3,986.510030845928,True,False,33.08980248526492
1,DEBIT,6027.22,C986944742,277100.0,271072.78,C1286084959,2628937.05,2107778.11,0.0,0.0,"California, USA",27,990.8750323826198,39.785559904574164,False,4,-910.1774020087682,False,False,6.355835028602364
1,DEBIT,3014.72,C1987354705,31568.0,28553.28,C40075281,25407.65,28422.37,0.0,0.0,"England, UK",72,711.3921876750787,96.94704332753689,True,2,522.015846990784,False,False,31.09823217156622
1,DEBIT,8161.64,C1780399359,99379.0,91217.36,C1504109395,490341.11,593737.38,0.0,0.0,"Wales, UK",60,42.891378087178964,86.55071258939803,False,2,-256.55186719531355,True,True,32.518332202674706
1,DEBIT,5454.05,C470132045,86214.0,80759.95,C1330106945,18590.13,24044.18,0.0,0.0,"Wales, UK",46,-872.7181814267153,81.707207094928,True,2,-215.08362754103996,False,False,72.96061783380641
1,DEBIT,3269.57,C558404860,57324.0,54054.43,C767904468,20445.0,0.0,0.0,0.0,"California, USA",89,662.7470287714198,25.790282704493983,False,2,508.5299466940453,True,False,63.75574713552131
1,DEBIT,12617.81,C1998882269,10709.0,0.0,C1424082571,30393.0,0.0,0.0,0.0,"New South Wales, Australia",17,197.95701635442106,17.088758739006582,False,1,836.8528642908173,True,True,88.72127425763266
1,DEBIT,6077.94,C609389093,73904.0,67826.06,C775514090,11082.0,0.0,0.0,0.0,"Quebec, Canada",93,-770.1340058808663,66.8643219924431,False,1,901.8571890050969,False,False,47.22149251619493
1,DEBIT,8648.45,C397318359,6734.0,0.0,C171493374,11010.0,0.0,0.0,0.0,"England, UK",53,-812.2854303532877,92.93759891275857,False,4,154.24517207664167,True,False,11.959424593830171
1,DEBIT,5264.43,C1495407511,326183.0,320918.57,C778731861,20989.0,0.0,0.0,0.0,"England, UK",8,819.2536388731849,55.67628930139298,True,3,-285.75768139899435,False,True,71.3244787222995
1,DEBIT,818.99,C451959555,35335.0,34516.01,C1321640594,11932.14,18910.85,0.0,0.0,"Wales, UK",79,338.40052587615696,57.161268946989985,False,2,575.0981717175584,True,True,76.07850486168974
1,DEBIT,7273.9,C1424497441,31264.0,23990.1,C832279283,161540.23,185389.8,0.0,0.0,"New York, USA",27,658.573598633511,27.997909366028416,False,4,-497.99723347539947,True,True,56.127719756949624
1,DEBIT,5655.43,C708926121,131875.0,126219.57,C1096283470,61293.45,0.0,0.0,0.0,"Texas, USA",46,757.9578005645346,76.94929331919369,True,1,128.14805766703557,True,False,77.0967179954561
1,DEBIT,2637.07,C596779307,72159.0,69521.93,C1740000325,214505.46,1363368.51,0.0,0.0,"New South Wales, Australia",50,143.5447040966444,18.704374855752338,False,1,-282.8430769502537,False,True,49.379559636439076
1,DEBIT,1703.38,C2107706203,10372.0,8668.62,C1504109395,498502.75,593737.38,0.0,0.0,"Scotland, UK",71,34.89270351008258,32.367923640424365,True,3,313.2621474157522,False,False,52.27328293819941
1,DEBIT,6522.37,C2011695710,842.0,0.0,C736709391,40298.34,46820.71,0.0,0.0,"New South Wales, Australia",3,-139.14517935801962,42.54364386164168,False,3,-519.2021742129862,True,False,42.75410183585496
1,DEBIT,3548.72,C1596144422,12427.0,8878.28,C564742142,13271.31,16820.03,0.0,0.0,"Wales, UK",93,-366.10682441776146,50.7610378684455,False,3,-616.8141085303484,True,False,2.541912674409519
1,DEBIT,1285.04,C435297131,285362.0,284076.96,C461160828,20968.7,17860.54,0.0,0.0,"England, UK",64,-130.8080782825765,24.240973241508023,False,4,836.4781733508742,False,False,10.789142699330444
1,DEBIT,9837.13,C2005706991,1792.0,0.0,C35534346,318833.62,178120.16,0.0,0.0,"California, USA",44,547.7593114603128,11.483682473920354,True,1,-796.3926341009262,False,True,3.142918568673425
1,DEBIT,6159.72,C810262298,24815.0,18655.28,C1321640594,12751.13,18910.85,0.0,0.0,"New York, USA",53,203.84686203026308,61.06200424416326,False,1,11.915815469863333,True,True,63.64104112637804
1,DEBIT,11711.1,C1969856053,20979.0,9267.9,C1123629720,39300.22,46393.85,0.0,0.0,"New South Wales, Australia",24,785.0465799096921,28.863055324025577,False,3,-558.2944340739822,True,False,31.435598107632668
1,DEBIT,4242.85,C2108318195,1040.0,0.0,C1435804085,6371.65,96.88,0.0,0.0,"Queensland, Australia",60,-113.23997124162452,58.123822142261226,False,2,-922.140073348665,False,True,50.85706911647028
1,DEBIT,2344.79,C1458748394,1102.0,0.0,C998351292,1559836.0,1015132.48,0.0,0.0,"Scotland, UK",3,214.17915743750814,15.436271527420232,True,3,-927.9623634171472,False,False,90.7566473926093
1,DEBIT,1533.55,C2134915053,45093.0,43559.45,C75457651,29936.24,31469.78,0.0,0.0,"Queensland, Australia",20,262.61510618397733,48.114010185481746,True,4,-649.5564557883454,False,False,24.929222914887493
1,DEBIT,3256.43,C619241052,10935.0,7678.57,C1292838001,26222.91,29479.34,0.0,0.0,"New York, USA",46,183.39432461265096,53.258943255158584,False,3,733.5407090120004,False,False,41.038292303562976
1,DEBIT,4497.03,C1596653154,45795.0,41297.97,C1321530272,24762.8,23174.68,0.0,0.0,"New York, USA",15,405.26754617103256,5.182353682242691,True,3,-435.04251204594664,False,True,75.55511385430486
1,DEBIT,1898.84,C1360533184,102280.0,100381.16,C515132998,11395.41,0.0,0.0,0.0,"Texas, USA",25,-525.1330632503875,33.660427819392055,False,4,900.9183411505915,True,False,22.879816549162246
1,DEBIT,9755.38,C1991094835,102287.0,92531.62,C985934102,1174448.2,971418.91,0.0,0.0,"England, UK",94,24.72755509158128,13.441467693897424,False,3,163.24458597838702,False,False,7.697990982879299
1,DEBIT,588.33,C2117193231,15573.0,14984.67,C557041912,599617.53,557537.26,0.0,0.0,"England, UK",78,-791.5503943833046,6.337497047276774,False,1,-126.77162046246781,True,True,28.9751452913768
1,DEBIT,642.26,C1884422865,21363.0,20720.74,C1509514333,1772.9,2415.16,0.0,0.0,"New South Wales, Australia",71,-230.97734471037495,98.99602323899452,False,2,160.17766933890925,False,True,16.122128725400444
1,DEBIT,4444.35,C1184694332,10229.0,5784.65,C611572016,26112.94,2608.64,0.0,0.0,"New York, USA",17,-24.66586275747113,32.235384497472296,False,3,33.39677045253552,True,True,92.96976523425731
1,DEBIT,917.38,C208184824,200895.0,199977.62,C1219273867,10122.73,18474.7,0.0,0.0,"Texas, USA",84,304.44851909094496,80.98744458546349,False,4,517.5525075146504,False,True,80.8120379564417
1,DEBIT,4479.63,C1418851979,154215.6,149735.97,C339924917,7666.22,12145.85,0.0,0.0,"England, UK",9,901.062105172407,25.464065476376383,False,2,-435.0078680542955,False,False,63.34037565104234
1,DEBIT,2356.99,C2083154356,34681.0,32324.01,C1234776885,2643188.16,2025098.66,0.0,0.0,"Queensland, Australia",38,201.3021330967117,68.15027222239293,True,4,-293.8992167993953,True,True,87.14605901877177
1,DEBIT,1128.69,C1775120226,51011.32,49882.62,C1234776885,2645545.15,2025098.66,0.0,0.0,"New York, USA",48,487.1878323531196,76.02278598896865,True,2,788.1886050665014,True,False,80.36720768991145
1,DEBIT,5130.16,C1248435962,542.0,0.0,C932583850,2714042.74,2719172.89,0.0,0.0,"Quebec, Canada",60,12.532118990405479,59.56387406078443,True,2,892.913026300811,False,True,18.657005888603585
1,DEBIT,9420.9,C1702478809,9371.0,0.0,C2083117811,281351.7,290772.6,0.0,0.0,"New South Wales, Australia",63,268.2080627526627,47.15761885501584,True,3,785.116454972949,False,True,89.25589984899777
1,DEBIT,3180.02,C635001030,144141.0,140960.98,C601893033,98247.27,54985.05,0.0,0.0,"England, UK",86,-858.1355677324532,41.18409141472685,True,1,-161.1040120853728,False,True,53.93422419156507
1,DEBIT,3870.28,C409596180,317403.38,313533.1,C24119573,6519.3,10389.58,0.0,0.0,"California, USA",2,-491.21683831630605,34.88682665429953,True,3,560.7310060137634,False,True,80.74401551640625
1,DEBIT,3455.98,C261838162,301.0,0.0,C1068824137,332787.69,265092.36,0.0,0.0,"Queensland, Australia",88,-276.2938135897226,92.95291442478259,True,4,-47.3285333978024,False,True,89.60912999234932
1,DEBIT,454.51,C199150625,30818.0,30363.49,C13226198,916.0,1370.51,0.0,0.0,"Texas, USA",72,-55.013289986972836,83.06194077877291,False,4,-4.920295707795617,True,True,31.800347497186387
1,DEBIT,8972.41,C1573125303,331601.0,322628.59,C747464370,1558462.41,1567434.81,0.0,0.0,"California, USA",11,-908.7025089952325,96.50269106665125,False,2,-590.6397818854321,True,False,11.005192452767677
1,DEBIT,4448.09,C810169941,8739.69,4291.6,C1259769769,247607.16,252055.24,0.0,0.0,"England, UK",64,-719.9518048933646,12.429722348554472,False,2,182.260606517033,False,True,22.793516254194166
1,DEBIT,1939.39,C96453207,1029.0,0.0,C1335050193,351593.17,353532.56,0.0,0.0,"Victoria, Australia",77,-446.3713844173884,73.08674752036443,False,1,-627.7282044933041,True,True,42.71077886262563
1,DEBIT,930.99,C2017393480,18354.65,17423.66,C1032986144,17230.8,18161.79,0.0,0.0,"New York, USA",81,943.0653818021012,93.83404568210378,True,3,-336.87060186561246,True,True,81.80147659224932
1,DEBIT,2607.6,C1885927370,8510.0,5902.4,C1917025677,58303.7,42900.67,0.0,0.0,"Ontario, Canada",72,-337.30598579389846,18.123306616566015,True,4,710.0604032398703,True,True,86.07305832563435
1,DEBIT,7434.58,C1875520143,763.0,0.0,C1219273867,11040.12,18474.7,0.0,0.0,"Quebec, Canada",21,-35.91788377583498,6.6496267366777495,False,2,-585.8483815782895,False,False,0.6952130531190703
1,DEBIT,286.87,C1632300236,3014.0,2727.13,C1504109395,593450.51,593737.38,0.0,0.0,"California, USA",18,-607.8045745232141,74.11206492900591,False,1,-857.6834296531343,True,True,51.07473025775657
1,DEBIT,452.57,C1199833406,62396.0,61943.43,C1529115495,66815.45,67268.02,0.0,0.0,"British Columbia, Canada",94,221.5601421515364,57.44731131799119,True,4,-861.9848147743674,False,True,41.7411003148779
1,DEBIT,2655.04,C10001825,21214.0,18558.96,C1850180796,1116396.05,1268668.92,0.0,0.0,"Quebec, Canada",64,-438.63356896805135,84.1828776758272,False,2,881.5690410062159,True,True,22.210781047073024
